,Name,Gender,Matches,Wins,Win Rate %,Age
18,IZUMRUDOV Denis (AIN),Male,125,89,71.20,21
19,SKATTET Rikke (NOR),Female,175,89,50.86,23
20,PARK Gyuhyeon (KOR),Male,125,89,71.20,20
21,WANG Zining (CHN),Male,111,89,80.18,15
22,CIOCIU Traian (LUX),Male,190,88,46.32,62
23,LO Dany (FRA),Male,162,88,54.32,41
24,MONRAD Martin (DEN),Male,146,88,60.27,47
0,NAGY Krisztian (HUN),Male,176,88,50.00,35
1,PATTANTYUS Adam (HUN),Male,160,88,55.00,46
2,RODRIGUEZ Berta (CHI),Female,177,88,49.72,53
3,RONNEBERG Espen (NOR),Male,202,88,43.56,35
4,RUANO Lady (COL),Female,154,88,57.14,44
5,GAVILAN Axel (PAR),Male,194,88,45.36,30
6,LE GUEN Victorien (FRA),Male,136,88,64.71,32
7,CHEN Alexander (AUT),Male,226,88,38.94,31
8,PETEK Petra (CRO),Female,212,88,41.51,31
9,MULLNER Thomas (AUT),Male,215,88,40.93,29
10,MONTUFAR Andrea (GUA),Female,183,88,48.09,29
11,ZHANG Qiang (CHN),Female,117,88,75.21,30
12,YEUNG Justina (CAN),Female,214,88,41.12,25
13,WEI Shihao (CRO),Male,103,88,85.44,26
14,LIU Yebo (CHN),Male,109,88,80.73,23
15,DZIADEK Kamil (POL),Male,201,88,43.78,25
16,HANSSON Matilda (SWE),Female,198,88,44.44,21
17,MENGER Andjela (SRB),Female,194,88,45.36,23
18,YANG Xinyu (AZE),Male,122,88,72.13,23
19,BYUN Seoyoung (KOR),Female,110,88,80.00,21
20,BRINZA Natalia (MDA),Female,138,88,63.77,21
21,RAHIMI Elina (IRI),Female,140,88,62.86,20
22,ZHAO Zihao (CHN),Male,117,88,75.21,28
23,VINOGRADOV Roman (AIN),Male,143,88,61.54,18
24,MANJUNATH Anargya (IND),Female,133,88,66.17,21
0,SHUSHAN Eitay (ISR),Male,169,88,52.07,19
1,OKUBO Hikari (JPN),Female,123,88,71.54,19
2,FAN Shuhan (CHN),Female,113,88,77.88,20
3,RUBINOS Adrian (PER),Male,153,88,57.52,20
4,PIGGOTT Benjamin (ENG),Male,203,88,43.35,19
5,ABDALLA Yousif (QAT),Male,176,88,50.00,16
6,BEDOYA Sebastian (COL),Male,152,88,57.89,17
7,KUHN Friedrich (GER),Male,158,88,55.70,16
8,MIRCHANDANI Risha (IND),Female,124,88,70.97,18
9,ELSOBKY Mohamed (EGY),Male,157,87,55.41,35
10,TSISTJAKOVA Tatjana (EST),Female,148,87,58.78,41
11,MU Zi (CHN),Female,109,87,79.82,36
12,ERIKSSON Pinja (FIN),Female,230,87,37.83,29
13,CRISAN Bianca (ROU),Female,150,87,58.00,28
14,ANG Wan Qi (SGP),Female,142,87,61.27,26
15,TRAN Theodore (USA),Male,193,87,45.08,27
16,AN Yeongeun (KOR),Female,118,87,73.73,27
17,FURKOVA Karolina (SVK),Female,205,87,42.44,26
18,MARUTHAPANDIAN Lavanya (USA),Female,163,87,53.37,22
19,KATO Kyoka (JPN),Female,138,87,63.04,28
20,TAN Angie (USA),Female,176,87,49.43,20
21,KE Tiffany (USA),Female,169,87,51.48,20
22,HOERMANN Hannes (GER),Male,164,87,53.05,22
23,VEKIC Leo (CRO),Male,171,87,50.88,21
24,YU Heyi (CHN),Male,104,87,83.65,25
0,KHOSRAVI Sam (FIN),Male,188,87,46.28,19
1,TSAO Darryl (USA),Male,128,87,67.97,18
2,ISKANDAROV Shokhrukh (UZB),Male,150,87,58.00,18
3,WONGLAKHON Phatsaraphon (THA),Female,124,87,70.16,17
4,PREECHAYAN Thitaphat (THA),Male,141,87,61.70,15
5,LOY Xing Yao (SGP),Male,138,87,63.04,16
6,AGGARWAL Neha (IND),Female,176,86,48.86,35
7,BERRIOS Hector (PUR),Male,160,86,53.75,38
8,CHUNG Rheann (TTO),Female,141,86,60.99,40
9,ERLANDSEN Geir (NOR),Male,152,86,56.58,49
10,HSIUNG Nai-I (TPE),Female,179,86,48.04,35
11,RABINOVICH Shimon (ISR),Male,133,86,64.66,45
12,WANG Chen (USA),Female,146,86,58.90,51
13,SHOUMAN Fagr (EGY),Female,140,86,61.43,29
14,HSU Chia-Liang (TPE),Male,147,86,58.50,31
15,SHOIFER Neli (ISR),Female,198,86,43.43,27
16,GRAU Sergi (ESP),Male,163,86,52.76,24
17,LERAT Nolan (BEL),Male,158,86,54.43,19
18,MUNOZ Monica (MEX),Female,154,86,55.84,22
19,LI Yuqi (CHN),Female,106,86,81.13,22
20,LAM Khai (NOR),Male,179,86,48.04,18
21,PSIHOGIOS Constantina (AUS),Female,119,86,72.27,16
22,JAIN Dhaani (IND),Female,128,86,67.19,14
23,WONG Wan Hei (HKG),Male,145,86,59.31,16
24,LEE Dahye (KOR),Female,118,86,72.88,15
0,HAN Jimin (KOR),Male,146,85,58.22,36
1,MADURANGI Ishara (SRI),Female,191,85,44.50,34
2,MOHLER Nicola (SUI),Male,167,85,50.90,37
3,PHAN Lily (AUS),Female,142,85,59.86,30
4,ROSCA Andreea (ROU),Female,162,85,52.47,29
5,JANKAUSKIENE Egle (LTU),Female,227,85,37.44,28
6,MEDJUGORAC Marko (CAN),Male,306,85,27.78,28
7,ROOPNARINE Arun (TTO),Male,177,85,48.02,27
8,TSIKHANAVA Lizaveta (AIN),Female,210,85,40.48,26
9,SARITAPIRAK Monapsorn (THA),Female,180,85,47.22,25
10,RIGAULT Lucas (FRA),Male,125,85,68.00,27
11,ABOUSETTA Sarah (EGY),Female,146,85,58.22,25
12,DAUNAROVICH Pavel (AIN),Male,226,85,37.61,24
13,PEKOVA Zuzana (SVK),Female,196,85,43.37,23
14,ARMANINI Elisa (ITA),Female,199,85,42.71,23
15,JACQUES Quentin (BEL),Male,160,85,53.13,23
16,ISHIDA Carlos (BRA),Male,148,85,57.43,25
17,PIHKALA Arttu (FIN),Male,253,85,33.60,22
18,MALAVE Nicole (PUR),Female,135,85,62.96,23
19,NING Jing (AZE),Female,100,85,85.00,25
20,AIDLI Youssef (TUN),Male,176,85,48.30,15
21,KRAUS Luis (GER),Male,162,85,52.47,18
22,BATIX Ylane (CMR),Male,127,85,66.93,19
23,CHOI Moonyoung (KOR),Female,125,84,67.20,38
24,KUCHUK Aleksandr (AIN),Male,180,84,46.67,40
0,MEJIA Luis (ESA),Male,164,84,51.22,31
1,JENSEN Ruben (DEN),Male,165,84,50.91,30
2,CHOMIS Marion (FRA),Female,142,84,59.15,28
3,LI Jiayi (CHN),Female,107,84,78.50,31
4,BELOPOTOCANOVA Katarina (SVK),Female,198,84,42.42,24
5,PEREZ Ivan (ESP),Male,169,84,49.70,25
6,CHENG Pak Hei (HKG),Male,178,84,47.19,25
7,ASHTARI Mahshid (IRI),Female,186,84,45.16,24
8,ORTIZ Yasiris (DOM),Female,168,84,50.00,27
9,RANDRIANTSOA Vony Ange (FRA),Female,129,84,65.12,23
10,RONCALLO Valentina (ITA),Female,223,84,37.67,22
11,DAHY Maelys (BEL),Female,162,84,51.85,23
12,SAMEH Mohamed (EGY),Male,152,84,55.26,20
13,ROOSE Alma (SWE),Female,192,84,43.75,24
14,CARNOVALE Miriam (ITA),Female,184,84,45.65,19
15,MALIK Yashansh (IND),Male,141,84,59.57,21
16,ALLEGRANZA Giacomo (ITA),Male,181,84,46.41,19
17,QUAN Kaiyuan (CHN),Male,103,84,81.55,24
18,NOGUTI Henrique (BRA),Male,111,84,75.68,20
19,VARABYOVA Veranika (AIN),Female,145,84,57.93,19
20,AL-MOHANNADI Ahmad Khalil (QAT),Male,200,84,42.00,36
21,KAHN Ivan (NED),Male,155,84,54.19,17
22,TSAI Tse-An (TPE),Male,111,84,75.68,17
23,PEREZ Sergio (PUR),Male,165,84,50.91,15
24,PAKULA Aleks (POL),Male,132,84,63.64,15
0,KANG Youde (CHN),Male,103,84,81.55,17
1,YAO Ruixuan (CHN),Female,96,84,87.50,15
2,HEINE Veronika (AUT),Female,207,83,40.10,38
3,KIM Jong (PRK),Female,139,83,59.71,35
4,NEKHVEDOVICH Vitaly (AIN),Male,167,83,49.70,49
5,ROY Soumyadeep (IND),Male,159,83,52.20,40
6,UMEMURA Aya (JPN),Female,140,83,59.29,48
7,LE FEVRE Karina (ENG),Female,178,83,46.63,31
8,LI Carolyn (FIJ),Female,224,83,37.05,31
9,JO Yujin (KOR),Female,154,83,53.90,33
10,KANG Haneul (KOR),Female,132,83,62.88,29
11,PAK Sin Hyok (PRK),Male,120,83,69.17,31
12,LEUNG Ka Wan (HKG),Female,150,83,55.33,24
13,GERTENBACH Angelique (NED),Female,137,83,60.58,27
14,MARTEAU Berenice (FRA),Female,137,83,60.58,23
15,LAU Chun Kit (HKG),Male,149,83,55.70,22
16,CHOONG Javen (MAS),Male,166,83,50.00,24
17,BERESNEVA Anastasiia (AIN),Female,135,83,61.48,20
18,HUANG Yu-Jen (TPE),Male,126,83,65.87,24
19,VASENDOVA Jana (CZE),Female,196,83,42.35,22
20,MOLNAR Kendra (HUN),Female,163,83,50.92,17
21,PONKO Olha (UKR),Female,162,83,51.23,17
22,DOTI Felipe (BRA),Male,115,83,72.17,18
23,ARYA Sarthak (IND),Male,118,83,70.34,15
24,KAMALOV Alikhan (UZB),Male,117,83,70.94,12
0,FUJII Yuko (JPN),Female,116,82,70.69,34
1,GAVILAN Sandy (PAR),Female,115,82,71.30,32
2,KMOTORKOVA Lenka (SVK),Female,160,82,51.25,37
3,KRZEWICKA Maja (POL),Female,164,82,50.00,32
4,PAZSY Ferenc (HUN),Male,152,82,53.95,51
5,SENS Laurent (NCL),Male,125,82,65.60,47
6,CHE Xiaoxi (CHN),Female,96,82,85.42,32
7,PHILLIPS Megan (WAL),Female,232,82,35.34,31
8,MATSUDA Naoki (JPN),Male,138,82,59.42,29
9,VENCKUTE Vitalija (LTU),Female,254,82,32.28,30
10,MUNTEANU Lucian (ROU),Male,143,82,57.34,31
11,PRANDI Lucas (BRA),Male,178,82,46.07,27
12,DEB Ishana (USA),Female,131,82,62.60,24
13,LEE En-Chi (TPE),Female,149,82,55.03,26
14,LEONG Chee Feng (MAS),Male,158,82,51.90,27
15,STROGOV Stanislav (EST),Male,172,82,47.67,22
16,YILMAZ Tugay (TUR),Male,176,82,46.59,24
17,MUSAJEVA Sabina (LAT),Female,178,82,46.07,21
18,ZHOU Jayden (USA),Male,108,82,75.93,20
19,ALBUQUERQUE Raegan (IND),Male,148,82,55.41,24
20,KOGANS Daniels (LAT),Male,225,82,36.44,21
21,DOUTAZ Fanny (SUI),Female,161,82,50.93,18
22,MAGDIEVA Markhabo (UZB),Female,161,82,50.93,20
23,BOSSIS Axel (FRA),Male,152,82,53.95,15
24,KHASANOVA Adelina (UZB),Female,119,82,68.91,13
0,LI Ping (QAT),Male,113,81,71.68,38
1,MALOBABIC Ivana (CRO),Female,149,81,54.36,44
2,NOUWEN Carla (NED),Female,169,81,47.93,38
3,PETER-PAUL Pradeeban (CAN),Male,159,81,50.94,47
4,MIKULCOVA Kristyna (CZE),Female,169,81,47.93,32
5,LUGINGER Christian (AUT),Male,155,81,52.26,30
6,BELLO Fatimo (NGR),Female,128,81,63.28,27
7,VEJNOVIC Ivana (SRB),Female,168,81,48.21,27
8,HUANG Fanzhen (CHN),Female,96,81,84.38,25
9,FRIEDRICH Christian (AUT),Male,220,81,36.82,25
10,FERNANDEZ Alba (ESP),Female,212,81,38.21,25
11,CHOMIS Chloe (FRA),Female,134,81,60.45,22
12,ZHANG Xiangyu (CHN),Female,105,81,77.14,19
13,MELENDEZ Kristal (PUR),Female,148,81,54.73,19
14,SAZIMOVA Adela (CZE),Female,202,81,40.10,18
15,TAKEYA Misuzu (JPN),Female,113,81,71.68,16
16,RADIVEN Max (ENG),Male,155,81,52.26,16
17,NGUYEN Minh Bao Chau Elisa (GER),Female,129,81,62.79,16
18,BHATT Kavya (IND),Female,120,81,67.50,15
19,CAO Zhen (CHN),Female,96,80,83.33,38
20,FAZEKAS Peter (HUN),Male,136,80,58.82,43
21,SAIDANI Safa (TUN),Female,164,80,48.78,34
22,SEBE Anamaria (ROU),Female,122,80,65.57,33
23,ROBERTSON Laura (GER),Female,143,80,55.94,40
24,YUEN Sara (CAN),Female,185,80,43.24,38
0,AVI-TAL Omer (PAN),Male,177,80,45.20,31
1,LIBENE Toomas (EST),Male,155,80,51.61,30
2,PATERSON Natalie (NZL),Female,169,80,47.34,32
3,MOHAMED Abdelrahman (EGY),Male,134,80,59.70,30
4,MOTA Joana (POR),Female,200,80,40.00,29
5,ALBALOOSHI Abdulla (UAE),Male,185,80,43.24,24
6,GROVER Sudhanshu (IND),Male,142,80,56.34,29
7,MUKHERJEE Sagarika (IND),Female,110,80,72.73,27
8,KOLDAS Tomas (CZE),Male,246,80,32.52,24
9,COTE Alicia (CAN),Female,242,80,33.06,25
10,GUALDI Matteo (ITA),Male,160,80,50.00,23
11,ROSE Lotta (GER),Female,130,80,61.54,25
12,WU Vicky (FIJ),Male,257,80,31.13,19
13,NUNEZ Miguel (ESP),Male,188,80,42.55,23
14,FEREDJ Hiba (ALG),Female,176,80,45.45,25
15,MIRO Marc (ESP),Male,157,80,50.96,19
16,ACEVES Marbella (MEX),Female,145,80,55.17,22
17,AKHMETSAFIN Damir (AIN),Male,126,80,63.49,23
18,KOLIENNIKOVA Diana (UKR),Female,141,80,56.74,15
19,KABELKA Jakub (CZE),Male,161,80,49.69,15
20,DANZER Matthias (GER),Male,127,80,62.99,20
21,FUJII Davi (BRA),Male,118,80,67.80,17
22,SKERBINZ Patrick (AUT),Male,198,80,40.40,16
23,XU Jie (1982) (POL),Female,145,79,54.48,43
24,SLIFIRCZYK Katarzyna (POL),Female,169,79,46.75,32
0,PETIOT Jeremy (FRA),Male,135,79,58.52,34
1,GALITSCHITSCH Nicole (AUT),Female,181,79,43.65,31
2,BEN CHEIKH Mariem (TUN),Female,177,79,44.63,26
3,XU Chenhao (CHN),Male,94,79,84.04,30
4,SVENNINGSEN Peter (DEN),Male,156,79,50.64,23
5,DE LA CRUZ Diego (GUA),Male,144,79,54.86,20
6,SMITH James (ENG),Male,184,79,42.93,24
7,GONZALEZ Iker (ESP),Male,159,79,49.69,22
8,MONTEIRO Silas (POR),Male,177,79,44.63,20
9,AL-JADAI Naif (KSA),Male,151,78,51.66,40
10,BOUDJADJA Sofiene (ALG),Male,141,78,55.32,41
11,PARK Joohyun (KOR),Female,133,78,58.65,31
12,PARK Seonghye (KOR),Female,131,78,59.54,38
13,PYSAR Dmytro (UKR),Male,135,78,57.78,36
14,SAHA Subhajit (IND),Male,148,78,52.70,42
15,SHIM Serom (KOR),Female,132,78,59.09,37
16,SOINE Samuli (FIN),Male,189,78,41.27,33
17,GILABERT Stephane (NCL),Male,118,78,66.10,31
18,AVILES Erick (ESA),Male,172,78,45.35,28
19,DORAN Christopher (ENG),Male,138,78,56.52,33
20,ROBINSON Ashley (IRL),Male,199,78,39.20,31
21,KARAHAN Ipek (TUR),Female,226,78,34.51,29
22,SABJAN Gergely (HUN),Male,166,78,46.99,29
23,WANG Yi-Ju (TPE),Female,174,78,44.83,30
24,MATSUZAWA Marina (JPN),Female,132,78,59.09,33
0,FLAGLIEN Espen (NOR),Male,187,78,41.71,29
1,OH Wootaek (KOR),Male,127,78,61.42,27
2,KACERAUSKAS Agnius (LTU),Male,173,78,45.09,24
3,BEN-ARI Aviv (ISR),Male,164,78,47.56,26
4,LUUK Mart (EST),Male,179,78,43.58,23
5,ALLAM Omar (EGY),Male,169,78,46.15,21
6,BAE Hwan (AUS),Male,125,78,62.40,20
7,LAI Chloe (SGP),Female,192,78,40.63,18
8,RASANEN Aleksi (FIN),Male,207,78,37.68,19
9,PIWOWAR Jakub (ENG),Male,184,78,42.39,17
10,HUYNH Jade (FRA),Female,121,78,64.46,17
11,RODRIGUEZ Mariana (COL),Female,138,78,56.52,15
12,CAO Matthew (PUR),Male,111,78,70.27,13
13,KIM Seongwon (KOR),Male,111,78,70.27,16
14,DESHPANDE Divya (IND),Female,171,77,45.03,35
15,PLATTNER Dominique (AUT),Male,175,77,44.00,34
16,RASMUSSEN Morten (DEN),Male,177,77,43.50,36
17,VILA BATISTA Juan (DOM),Male,172,77,44.77,34
18,DOHERTY Sean (SCO),Male,168,77,45.83,32
19,OZTURK Ozgun (TUR),Male,174,77,44.25,29
20,ZHOLUDEV Denis (KAZ),Male,178,77,43.26,31
21,MORAN Alexander (CAN),Male,151,77,50.99,27
22,MORI Paola (PER),Female,153,77,50.33,26
23,MEYER Sarah (LUX),Female,214,77,35.98,25
24,ZAHARIA Alina (ROU),Female,105,77,73.33,27
0,ZHOU Chuyi (AZE),Female,112,77,68.75,23
1,XIONG Isabelle (CAN),Female,161,77,47.83,22
2,ANDERSEN Martin Buch (DEN),Male,160,77,48.13,24
3,DENG Simeng (AZE),Female,115,77,66.96,25
4,MINAGAWA Yuka (JPN),Female,119,77,64.71,23
5,RYU Hanna (KOR),Female,132,77,58.33,22
6,HAN Feier (CHN),Female,99,77,77.78,22
7,SILVA Diogo (BRA),Male,110,77,70.00,22
8,ABBASI Amirreza (MLT),Male,114,77,67.54,24
9,YANG Ze Yi (SGP),Male,153,77,50.33,17
10,MUNOZ Shary (DOM),Female,130,77,59.23,17
11,GAWLAS Michal (POL),Male,106,77,72.64,20
12,VERA Gonzalo (PER),Male,136,77,56.62,17
13,SHYPSHA Renata (ESP),Female,139,77,55.40,14
14,KHIDASHELI Luca (ESP),Male,148,77,52.03,16
15,ALMUSAYEBI Mohammed (UAE),Male,152,77,50.66,12
16,LO Ka Kit (HKG),Male,140,77,55.00,15
17,KIM Jihu (KOR),Male,120,77,64.17,14
18,KIM Eunseo (KOR),Female,101,77,76.24,16
19,PERKOWSKI Kacper (POL),Male,126,77,61.11,15
20,JEONG Yein (KOR),Female,114,77,67.54,17
21,HUNG Che-Yen (TPE),Male,109,77,70.64,15
22,FERNANDEZ Marcelo (CHI),Male,147,76,51.70,33
23,ROSSKOPF Jorg (GER),Male,134,76,56.72,55
24,SIRISENA Rohan (SRI),Male,151,76,50.33,43
0,TSE Ka Chun (HKG),Male,191,76,39.79,39
1,UTOCHKIN Artem (AIN),Male,125,76,60.80,35
2,ZHANG Yahao (USA),Male,127,76,59.84,32
3,PATEL Danisha (RSA),Female,149,76,51.01,32
4,HOLTER Arne (GER),Male,126,76,60.32,32
5,CHAN Kazuhiro (JPN),Male,125,76,60.80,39
6,KIM Mingyung (KOR),Female,121,76,62.81,32
7,MORIZONO Mizuki (JPN),Female,113,76,67.26,28
8,CLOOS Jim (LUX),Male,147,76,51.70,29
9,JIANG Diane (USA),Female,130,76,58.46,26
10,MA Victor (NZL),Male,171,76,44.44,26
11,TAN Sarah (AUS),Female,180,76,42.22,27
12,KIZIUK Kateryna (UKR),Female,128,76,59.38,27
13,PAULIN Erik (SLO),Male,187,76,40.64,26
14,PARK Seri (KOR),Female,110,76,69.09,27
15,ZHANG Kai (USA),Male,119,76,63.87,27
16,CHAN Yee Shun (HKG),Male,155,76,49.03,22
17,ATTIA Ammar (EGY),Male,137,76,55.47,23
18,NEMACIUC Mihai (ROU),Male,146,76,52.05,23
19,ZLATKOV Luka (CRO),Male,177,76,42.94,19
20,ORLOV Serafim (AIN),Male,106,76,71.70,17
21,BAIASU Andreea (ROU),Female,140,76,54.29,16
22,LAINE CAMPINO Clement (FRA),Male,103,76,73.79,19
23,CHOJNOWSKI Patryk (POL),Male,130,75,57.69,34
24,ECHAVARRIA Alexander (COL),Male,140,75,53.57,40
0,ONO Shiho (JPN),Female,123,75,60.98,37
1,OVERMEYER Shane (RSA),Male,133,75,56.39,45
2,PETTERSSON Malin (SWE),Female,162,75,46.30,33
3,YAMANASHI Yuri (JPN),Female,107,75,70.09,37
4,SAUDEMONT Robin (BEL),Male,134,75,55.97,31
5,LUNDSTROM Thomas (FIN),Male,198,75,37.88,28
6,GORMAN Viktor (SWE),Male,130,75,57.69,29
7,TAY Jit Kiat (SGP),Male,175,75,42.86,29
8,BRACCO Bianca (ITA),Female,187,75,40.11,28
9,AMIRI NIA Soroosh (IRI),Male,145,75,51.72,28
10,MATSUMOTO Yuki (JPN),Female,121,75,61.98,31
11,LEE Chun-Lin (TPE),Male,151,75,49.67,31
12,GU Ruochen (CHN),Female,86,75,87.21,31
13,ZHU Chaohui (CHN),Female,88,75,85.23,29
14,YEE Sally (FIJ),Female,256,75,29.30,23
15,SCHLIE Jonah (GER),Male,133,75,56.39,25
16,SHAMS Hamid (IRI),Male,128,75,58.59,24
17,BARDAC Klara (CRO),Female,209,75,35.89,24
18,KAMMERER Janina (GER),Female,116,75,64.66,27
19,CHEN Ying-Chen (TPE),Female,133,75,56.39,25
20,GODHWANI Aditya (USA),Male,175,75,42.86,21
21,PLAZA Mylena (ECU),Female,140,75,53.57,22
22,NOVEL Matija (SLO),Male,185,75,40.54,22
23,ZAREHBIN Kai (USA),Male,143,75,52.45,21
24,CHANG Li Sian Alice (MAS),Female,166,75,45.18,24
0,BASKAR Kavya (IND),Female,129,75,58.14,19
1,STULLEROVA Eliska (SVK),Female,208,75,36.06,19
2,PATIL Deepit (IND),Male,128,75,58.59,21
3,ZHOU Jiayi (NZL),Female,126,75,59.52,21
4,RAD Elvira (ESP),Female,190,75,39.47,21
5,WANDACHOWICZ Michal (POL),Male,152,75,49.34,18
6,NAGY Judit (HUN),Female,147,75,51.02,16
7,ABRAHAMS Luke (RSA),Male,147,74,50.34,36
8,CHANG Yen-Shu (TPE),Male,133,74,55.64,46
9,CHOU Tung-Yu (TPE),Male,146,74,50.68,37
10,LI Chunli (NZL),Female,106,74,69.81,63
11,KNEZEVIC Monika (SRB),Female,155,74,47.74,34
12,MUANGSUK Anisara (THA),Female,156,74,47.44,48
13,SABITOVA Valentina (AIN),Female,118,74,62.71,34
14,SHIONO Masato (JPN),Male,109,74,67.89,38
15,STORF Martin (AUT),Male,160,74,46.25,35
16,WOSIK Torben (GER),Male,141,74,52.48,51
17,HOLOK Dijana (SRB),Female,123,74,60.16,32
18,DONG Sophia (NZL),Female,153,74,48.37,27
19,EDGHILL Chelsea (GUY),Female,186,74,39.78,27
20,SANTIWATTANATARM Tanapol (THA),Male,147,74,50.34,31
21,MALEK Tomas (CZE),Male,188,74,39.36,29
22,JOFFRE Tomas (ARG),Male,153,74,48.37,26
23,LIN Tina (USA),Female,120,74,61.67,26
24,KUTUMBALE Anusha (IND),Female,131,74,56.49,22
0,WANG Tianyi (CHN),Female,85,74,87.06,23
1,OZTOPRAK Berk (TUR),Male,124,74,59.68,15
2,BAUBET Vincent (FRA),Male,134,73,54.48,35
3,PLACEK Frantisek (CZE),Male,141,73,51.77,35
4,CREPULJA Bojan (SRB),Male,146,73,50.00,34
5,DIEKER Suzanne (NED),Female,183,73,39.89,32
6,KAWAI Katia (BRA),Female,141,73,51.77,32
7,MORIMOTO Kohei (JPN),Male,105,73,69.52,33
8,PETUKHOV Andrey (AIN),Male,118,73,61.86,30
9,AGUIRRE Sebastian (PAR),Male,109,73,66.97,28
10,MATHOLE Terrence (RSA),Male,136,73,53.68,28
11,MORAIS Igor (ENG),Male,138,73,52.90,29
12,LAU Jeremy (CAN),Male,146,73,50.00,29
13,MENDOZA Oliver (ESA),Male,173,73,42.20,25
14,DOYEN Antoine (POR),Male,131,73,55.73,23
15,TIKHONOV Artem (AIN),Male,124,73,58.87,24
16,RAHARIMANANA Hanitra (MAD),Female,119,73,61.34,22
17,GRIGORJAN Karina (EST),Female,131,73,55.73,23
18,VAN OOST Kas (NED),Male,131,73,55.73,21
19,DEENADAYALAN Vishwa (IND),Male,131,73,55.73,21
20,ZAREHBIN Aziz (USA),Male,134,73,54.48,19
21,KANUNNIKOVA Vasylysa (UKR),Female,127,73,57.48,20
22,CRUZ Kheith (PHI),Female,112,73,65.18,18
23,MILOS Laura (GER),Female,130,73,56.15,16
24,ZHAO Wangqi (CHN),Female,93,73,78.49,15
0,ABIODUN Bode (NGR),Male,122,72,59.02,44
1,CHILA Patrick (FRA),Male,139,72,51.80,55
2,DURAK Mirela (CRO),Female,152,72,47.37,35
3,EVANS Gavin (ENG),Male,180,72,40.00,31
4,KONG Linghui (CHN),Male,96,72,75.00,49
5,PHAI PANG Laurie (FRA),Female,127,72,56.69,38
6,STEFF Mihaela (ROU),Female,117,72,61.54,46
7,TERUI Moemi (JPN),Female,113,72,63.72,36
8,VRABLIK Jiri (CZE),Male,121,72,59.50,42
9,ZOMBORI David (HUN),Male,145,72,49.66,36
10,DI SALVO Adriel (ARG),Male,135,72,53.33,31
11,PROANO Ivan (ECU),Male,150,72,48.00,33
12,MAJAK Marian (SVK),Male,149,72,48.32,30
13,YOVKOVA Krasimira (BUL),Female,176,72,40.91,27
14,CHOI Jeongmin (KOR),Female,119,72,60.50,31
15,CONSTANZA Keren (ESA),Female,196,72,36.73,24
16,FANNY Kokou Dodji (TOG),Male,150,72,48.00,37
17,AGOSTON Tamara (SRB),Female,129,72,55.81,27
18,SONG Xu (CHN),Male,82,72,87.80,28
19,WAEL Ziad (EGY),Male,133,72,54.14,25
20,TIFOURA Islam (ALG),Male,162,72,44.44,24
21,TAN En Hui (SGP),Female,218,72,33.03,24
22,LOI Geoffrey (PNG),Male,156,72,46.15,24
23,TAULER Norbert (ESP),Male,135,72,53.33,22
24,CHANG Ju-Chia (TPE),Female,114,72,63.16,23
0,SAMOKHIN Aleksei (AIN),Male,112,72,64.29,17
1,WANG Xiaotong (CHN),Female,90,72,80.00,24
2,SICHANOVA Vendula (CZE),Female,154,72,46.75,18
3,KRIVOKAPIC Jaksa (MNE),Male,159,72,45.28,17
4,HAGIHARA Keishi (JPN),Male,88,72,81.82,19
5,SALCEDO POLO Dario (ESP),Male,142,72,50.70,15
6,ONO Soma (JPN),Male,93,72,77.42,13
7,CHEN Chi-Yun (TPE),Female,94,72,76.60,15
8,ISKANDAROV Khusen (UZB),Male,103,72,69.90,10
9,CHODORSKI Piotr (POL),Male,127,71,55.91,33
10,FARLADANSKA Ganna (UKR),Female,140,71,50.71,36
11,SIMONER Christoph (AUT),Male,138,71,51.45,41
12,SZYMANSKI Filip (POL),Male,133,71,53.38,41
13,TIMINA Elena (NED),Female,130,71,54.62,55
14,TOMAZINI Jana (SLO),Female,150,71,47.33,38
15,YOON Sunae (KOR),Female,100,71,71.00,41
16,GONCALVES Mariana (POR),Female,129,71,55.04,31
17,BATES Emily (ENG),Female,142,71,50.00,29
18,DO Phuong Nam (HUN),Male,136,71,52.21,31
19,YAMADA Jeff (BRA),Male,140,71,50.71,31
20,SIMOVIC Miho (CRO),Male,139,71,51.08,32
21,BENITO Javier (ESP),Male,165,71,43.03,29
22,LIAW Michelle (CAN),Female,201,71,35.32,28
23,LAVROVA Anastassiya (KAZ),Female,178,71,39.89,29
24,CASTILLO Lisi (CUB),Female,116,71,61.21,39
0,LEE Jangmok (KOR),Male,114,71,62.28,26
1,JAFFEUX Emilie (FRA),Female,122,71,58.20,27
2,ALBINO Isabel (ANG),Female,162,71,43.83,26
3,DANGER Solenn (NCL),Female,168,71,42.26,24
4,BRITTON Shemar (GUY),Male,140,71,50.71,26
5,MIKKELSEN Rasmus (DEN),Male,175,71,40.57,25
6,CAPPUCCIO Marco (ITA),Male,148,71,47.97,22
7,GERASIMATOU Ioanna (GRE),Female,145,71,48.97,23
8,AUEAWIRIYAYOTHIN Wanwisa (THA),Female,138,71,51.45,20
9,FOTIADOU Chrysi (GRE),Female,143,71,49.65,20
10,CHOI Yeseo (KOR),Female,116,71,61.21,18
11,RIOS Carlos (VEN),Male,104,71,68.27,17
12,SARDA Mahayla (BRA),Female,97,71,73.20,16
13,WARIN Rija (FRA),Male,113,71,62.83,15
14,LEE Haelin (KOR),Female,109,71,65.14,13
